block	barrio	calle	altura	sameblock	distance	public	gasstation	bank	thefts	month	oneblock
648	V. Crespo	Padilla	a600	0	1	0	0	0	0	6	1
655	V. Crespo	Camargo	a200	0	1	0	0	0	0	6	1
623	V. Crespo	Acoyte	a1200	0	2	0	0	0	0	6	0
624	V. Crespo	Acoyte	a1300	0	1	0	0	0	0	6	1
556	V. Crespo	Angel Gallardo	a800	0	4	0	0	1	.25	6	0
646	V. Crespo	Padilla	a400	0	2	0	0	0	0	6	0
554	V. Crespo	Angel Gallardo	a600	0	4	0	1	0	0	6	0
568	V. Crespo	Apolinario Figuer	a100	0	2	0	0	0	0	6	0
645	V. Crespo	Padilla	a300	0	3	0	0	0	0	6	0
656	V. Crespo	Camargo	a300	0	2	0	0	0	0	6	0
607	V. Crespo	Olaya	a1200	0	2	0	0	0	0	6	0
622	V. Crespo	Acoyte	a1100	0	3	0	0	0	0	6	0
557	V. Crespo	Angel Gallardo	a900	0	4	0	1	0	0	6	0
630	V. Crespo	Leopoldo Marechal	a1300	0	2	0	0	0	0	6	0
625	V. Crespo	Acoyte	a1400	0	1	0	0	0	0	6	1
520	V. Crespo	Araoz	a100	0	3	0	0	0	0	6	0
572	V. Crespo	Luis Viale	a0-100	0	2	0	0	0	0	6	0
716	V. Crespo	Warnes	a200	0	2	0	1	0	0	6	0
543	V. Crespo	Frias	a100	0	2	0	0	0	0	6	0
513	V. Crespo	R. S. Ortiz	a0-100	0	2	0	0	0	0	6	0
610	V. Crespo	Olaya	a1500	0	4	0	0	0	0	6	0
626	V. Crespo	Acoyte	a1500	0	2	0	0	0	0	6	0
628	V. Crespo	Leopoldo Marechal	a1100	0	3	0	0	0	0	6	0
617	V. Crespo	Hidalgo	a1400	0	1	0	0	0	0	6	1
515	V. Crespo	R. S. Ortiz	a200	0	2	0	0	1	0	6	0
639	V. Crespo	Murillo	a600	1	0	0	0	0	1	6	0
562	V. Crespo	Antezana	a0-100	0	1	0	0	0	0	6	1
573	V. Crespo	Luis Viale	a100	0	3	0	0	0	0	6	0
567	V. Crespo	Apolinario Figuer	a0-100	0	2	0	0	0	0	6	0
621	V. Crespo	Del Parque	a1200	0	2	0	0	0	0	6	0
719	V. Crespo	Warnes	a500	0	2	0	0	0	0	6	0
531	V. Crespo	Mahatma Gandhi	a700	0	4	0	0	0	0	6	0
629	V. Crespo	Leopoldo Marechal	a1200	0	3	0	0	0	0	6	0
615	V. Crespo	Hidalgo	a1200	0	2	0	0	0	0	6	0
659	V. Crespo	Camargo	a600	0	1	1	0	0	.25	6	1
647	V. Crespo	Padilla	a500	0	1	0	0	0	0	6	1
564	V. Crespo	Antezana	a200	0	1	0	0	0	0	6	1
574	V. Crespo	Luis Viale	a200	0	3	0	0	0	0	6	0
609	V. Crespo	Olaya	a1400	0	3	0	0	0	0	6	0
542	V. Crespo	Frias	a0-100	0	2	0	0	0	0	6	0
514	V. Crespo	R. S. Ortiz	a100	0	2	0	0	0	1	6	0
575	V. Crespo	Luis Viale	a300	0	4	0	0	0	.25	6	0
618	V. Crespo	Hidalgo	a1500	0	2	0	0	0	0	6	0
570	V. Crespo	Apolinario Figuer	a300	0	3	0	0	0	0	6	0
638	V. Crespo	Murillo	a500	0	1	0	0	0	0	6	1
715	V. Crespo	Warnes	a100	0	2	0	0	0	0	6	0
508	V. Crespo	Malabia	a200	1	0	0	0	0	.25	6	0
606	V. Crespo	Olaya	a1100	0	3	0	0	0	0	6	0
569	V. Crespo	Apolinario Figuer	a200	0	2	0	0	0	0	6	0
616	V. Crespo	Hidalgo	a1300	0	1	0	0	0	0	6	1
519	V. Crespo	Araoz	a0-100	0	2	0	0	0	0	6	0
653	V. Crespo	Camargo	a0-100	0	2	0	0	0	0	6	0
521	V. Crespo	Araoz	a200	0	3	0	0	0	0	6	0
718	V. Crespo	Warnes	a400	0	2	0	0	0	0	6	0
654	V. Crespo	Camargo	a100	0	1	0	0	0	0	6	1
553	V. Crespo	Angel Gallardo	a500	0	3	1	0	0	0	6	0
560	V. Crespo	Ferrari	a300	0	3	0	0	0	0	6	0
563	V. Crespo	Antezana	a100	1	0	0	0	0	0	6	0
631	V. Crespo	Bravard	a1100	0	2	0	0	0	0	6	0
674	V. Crespo	Corrientes	a5700	0	3	0	0	0	0	6	0
673	V. Crespo	Corrientes	a5600	0	2	1	0	0	0	6	0
672	V. Crespo	Corrientes	a5500	0	2	0	0	1	0	6	0
671	V. Crespo	Corrientes	a5400	0	2	0	0	1	0	6	0
668	V. Crespo	Corrientes	a5100	0	3	0	0	1	0	6	0
712	V. Crespo	Luis Maria Drago	a300	0	2	0	0	0	0	6	0
670	V. Crespo	Corrientes	a5300	0	2	1	0	1	1	6	0
669	V. Crespo	Corrientes	a5200	0	2	0	0	1	0	6	0
711	V. Crespo	Luis Maria Drago	a200	0	1	0	0	0	0	6	1
713	V. Crespo	Luis Maria Drago	a400	0	3	0	0	0	0	6	0
227	Belgrano	Cramer	a900	0	11	0	0	0	0	6	0
291	Belgrano	Amenabar	a1400	0	8	0	0	0	0	6	0
232	Belgrano	Cramer	a1500	0	6	0	0	0	0	6	0
270	Belgrano	Moldes	a1500	0	6	0	0	1	0	6	0
289	Belgrano	Amenabar	a1200	0	9	0	0	0	0	6	0
311	Belgrano	Ciudad de la Paz	a1200	0	8	0	0	0	0	6	0
156	Belgrano	Virrey Olaguer y	a2500	0	8	0	0	0	0	6	0
292	Belgrano	Amenabar	a1500	0	7	0	0	0	0	6	0
173	Belgrano	Virrey Loreto	a2500	0	8	0	0	0	0	6	0
172	Belgrano	Virrey Loreto	a2400	0	7	0	0	0	0	6	0
225	Belgrano	Cramer	a700	0	9	0	0	0	0	6	0
162	Belgrano	Virrey Arredondo	a2500	0	8	0	0	0	.25	6	0
174	Belgrano	Virrey Loreto	a2600	0	9	0	0	0	0	6	0
153	Belgrano	Virrey Aviles	a2700	0	6	0	0	0	0	6	0
312	Belgrano	Ciudad de la Paz	a1300	0	7	0	0	0	.25	6	0
246	Belgrano	Vidal	a1400	0	6	0	0	0	0	6	0
269	Belgrano	Moldes	a1400	0	7	0	0	0	0	6	0
230	Belgrano	Cramer	a1300	0	8	0	0	0	0	6	0
314	Belgrano	Ciudad de la Paz	a1500	0	7	0	0	0	0	6	0
154	Belgrano	Virrey Aviles	a2800	0	6	0	0	0	0	6	0
288	Belgrano	Amenabar	a1100	0	9	0	0	0	.25	6	0
229	Belgrano	Cramer	a1200	0	9	0	0	0	0	6	0
155	Belgrano	Virrey Olaguer y	a2400	0	7	0	0	0	0	6	0
158	Belgrano	Virrey Olaguer y	a2700	0	7	0	0	0	0	6	0
247	Belgrano	Vidal	a1500	0	5	0	0	0	.25	6	0
157	Belgrano	Virrey Olaguer y	a2600	0	8	0	0	0	0	6	0
231	Belgrano	Cramer	a1400	0	7	0	0	0	0	6	0
313	Belgrano	Ciudad de la Paz	a1400	0	7	0	0	0	.25	6	0
161	Belgrano	Virrey Arredondo	a2400	0	7	0	0	0	.25	6	0
228	Belgrano	Cramer	a1000	0	11	0	0	0	0	6	0
163	Belgrano	Virrey Arredondo	a2600	0	9	0	0	0	.5	6	0
266	Belgrano	Moldes	a1100	0	10	0	0	0	0	6	0
233	Belgrano	Cramer	a1600-1650	0	5	0	1	0	0	6	0
267	Belgrano	Moldes	a1200	0	9	0	0	0	.5	6	0
268	Belgrano	Moldes	a1300	0	8	0	0	0	.5	6	0
290	Belgrano	Amenabar	a1300	0	9	0	0	0	0	6	0
226	Belgrano	Cramer	a800	0	10	0	0	0	0	6	0
262	Belgrano	Moldes	a700	0	7	0	0	0	0	6	0
261	Belgrano	Moldes	a600	0	7	0	0	0	0	6	0
265	Belgrano	Moldes	a1000	0	10	0	0	0	0	6	0
264	Belgrano	Moldes	a900	0	9	0	0	0	0	6	0
263	Belgrano	Moldes	a800	0	8	0	0	0	0	6	0
337	Belgrano	Cabildo	a1500	0	6	0	0	0	0	6	0
336	Belgrano	Cabildo	a1400	0	6	0	1	0	0	6	0
335	Belgrano	Cabildo	a1300	0	7	0	0	0	0	6	0
334	Belgrano	Cabildo	a1200	0	7	0	0	0	0	6	0
286	Belgrano	Amenabar	a900	0	7	0	0	0	0	6	0
222	Belgrano	Federico Lacroze	a2400	0	5	0	0	0	0	6	0
199	Belgrano	Aguilar	a2600	0	9	0	0	0	0	6	0
224	Belgrano	Federico Lacroze	a2600	0	7	0	0	0	0	6	0
223	Belgrano	Federico Lacroze	a2500	0	6	0	0	1	0	6	0
202	Belgrano	Palpa	a2500	0	8	0	0	0	0	6	0
306	Belgrano	Ciudad de la Paz	a700	0	5	0	0	0	0	6	0
310	Belgrano	Ciudad de la Paz	a1100	0	8	0	0	0	0	6	0
192	Belgrano	Cespedes	as/nº (2600)	0	10	0	0	0	.25	6	0
285	Belgrano	Amenabar	a800	0	6	0	0	0	0	6	0
190	Belgrano	Cespedes	a2400	0	8	0	0	0	0	6	0
185	Belgrano	Zabala	a2500	0	7	0	0	0	0	6	0
309	Belgrano	Ciudad de la Paz	a1000	0	7	0	0	0	0	6	0
307	Belgrano	Ciudad de la Paz	a800	0	5	0	0	0	0	6	0
203	Belgrano	Palpa	a2600	0	9	0	0	0	0	6	0
287	Belgrano	Amenabar	a1000	0	8	0	0	0	.25	6	0
211	Belgrano	Teodoro Garcia	a2400	0	4	0	0	0	0	6	0
284	Belgrano	Amenabar	a700	0	6	0	0	0	0	6	0
186	Belgrano	Zabala	a2600	0	8	0	0	0	0	6	0
191	Belgrano	Cespedes	a2500	0	9	0	0	0	.25	6	0
212	Belgrano	Teodoro Garcia	a2500	0	5	0	0	0	0	6	0
213	Belgrano	Teodoro Garcia	a2600	0	6	0	0	0	0	6	0
184	Belgrano	Zabala	a2400	0	6	0	0	0	0	6	0
197	Belgrano	Aguilar	a2400	0	7	0	0	0	0	6	0
308	Belgrano	Ciudad de la Paz	a900	0	6	0	0	0	0	6	0
201	Belgrano	Palpa	a2400	0	7	0	0	0	0	6	0
198	Belgrano	Aguilar	a2500	0	8	0	0	0	0	6	0
333	Belgrano	Cabildo	a1100	0	6	0	0	1	0	6	0
330	Belgrano	Cabildo	a800	0	4	0	0	1	0	6	0
332	Belgrano	Cabildo	a1000	0	5	0	0	1	0	6	0
331	Belgrano	Cabildo	a900	0	4	1	0	1	0	6	0
183	Belgrano	Zabala	a2300	0	5	0	0	0	0	6	0
221	Belgrano	Federico Lacroze	a2300	0	4	0	0	0	0	6	0
187	Belgrano	Cespedes	a2100	0	5	0	0	0	0	6	0
193	Belgrano	Aguilar	a2000	0	3	0	0	0	0	6	0
167	Belgrano	Virrey Loreto	a1900	0	2	0	0	0	0	6	0
196	Belgrano	Aguilar	a2300	0	6	0	0	0	0	6	0
181	Belgrano	Zabala	a2100	0	3	0	0	0	0	6	0
380	Belgrano	Arcos	a1500	0	4	0	0	0	0	6	0
363	Belgrano	Vuelta de Obligad	a1400	0	6	0	0	0	0	6	0
379	Belgrano	Arcos	a1400	0	5	0	0	0	0	6	0
410	Belgrano	3 de Febrero	a1200	0	3	0	0	0	0	6	0
411	Belgrano	3 de Febrero	a1300	0	3	1	0	0	0	6	0
182	Belgrano	Zabala	a2200	0	4	0	0	0	0	6	0
159	Belgrano	Virrey Arredondo	a2200	0	5	0	0	0	0	6	0
180	Belgrano	Zabala	a2000	0	2	0	0	0	0	6	0
195	Belgrano	Aguilar	a2200	0	5	0	0	0	0	6	0
364	Belgrano	Vuelta de Obligad	a1200	0	6	0	0	0	0	6	0
409	Belgrano	3 de Febrero	a1100	0	3	0	0	0	.25	6	0
413	Belgrano	3 de Febrero	a1500	0	2	0	0	0	0	6	0
200	Belgrano	Palpa	a2300	0	6	0	0	0	0	6	0
396	Belgrano	O´Higgins	a1500	0	3	0	0	0	1	6	0
188	Belgrano	Cespedes	a2200	0	6	0	0	0	0	6	0
160	Belgrano	Virrey Arredondo	a2300	0	6	0	0	0	0	6	0
210	Belgrano	Teodoro Garcia	a2300	0	3	0	0	0	0	6	0
377	Belgrano	Arcos / O´Higgins	a1200	0	5	0	0	0	0	6	0
378	Belgrano	Arcos	a1300	0	5	0	0	0	0	6	0
220	Belgrano	Federico Lacroze	a2200	0	3	0	0	0	.25	6	0
412	Belgrano	3 de Febrero	a1400	0	3	0	0	0	0	6	0
194	Belgrano	Aguilar	a2100	0	4	0	0	0	0	6	0
365	Belgrano	Vuelta de Obligad	a1100	0	6	0	0	0	0	6	0
170	Belgrano	Virrey Loreto	a2200	0	5	0	0	0	0	6	0
168	Belgrano	Virrey Loreto	a2000	0	3	1	0	0	0	6	0
395	Belgrano	O´Higgins	a1400	0	4	0	0	0	0	6	0
171	Belgrano	Virrey Loreto	a2300	0	6	0	0	0	0	6	0
362	Belgrano	Vuelta de Obligad	a1500	0	5	0	0	0	0	6	0
189	Belgrano	Cespedes	a2300	0	7	0	0	0	0	6	0
209	Belgrano	Teodoro Garcia	a2200	0	2	0	0	0	0	6	0
393	Belgrano	O´Higgins	a1100	0	5	0	0	0	0	6	0
394	Belgrano	O´Higgins	a1300	0	4	0	0	0	0	6	0
169	Belgrano	Virrey Loreto	a2100	0	4	0	0	0	0	6	0
426	Belgrano	11 de Septiembre	a1100	0	2	0	0	0	0	6	0
428	Belgrano	11 de Septiembre	a1300	0	2	1	0	0	0	6	0
429	Belgrano	11 de Septiembre	a1400	0	2	1	0	0	0	6	0
427	Belgrano	11 de Septiembre	a1200	0	2	0	0	0	0	6	0
430	Belgrano	11 de Septiembre	a1500	0	1	0	0	1	0	6	1
444	Belgrano	Arribenos	a1400	0	1	0	0	0	0	6	1
445	Belgrano	Arribenos	a1500	0	2	0	0	0	0	6	0
178	Belgrano	Zabala	a1800	0	1	0	0	0	0	6	1
177	Belgrano	Zabala	a1700	0	2	0	0	0	0	6	0
206	Belgrano	Teodoro Garcia	a1900	0	2	1	0	0	.25	6	0
219	Belgrano	Federico Lacroze	a2100	0	3	0	0	0	.25	6	0
208	Belgrano	Teodoro Garcia	a2100	0	1	0	0	0	0	6	1
166	Belgrano	Virrey Loreto	a1800	0	2	0	0	0	0	6	0
217	Belgrano	Federico Lacroze	a1900	0	3	0	0	0	0	6	0
443	Belgrano	Arribenos	a1200	1	0	1	0	0	0	6	0
448	Belgrano	Villanueva	a1200	0	2	0	0	0	.25	6	0
207	Belgrano	Teodoro Garcia	a2000	0	1	0	0	0	.25	6	1
449	Belgrano	Villanueva	a1300	0	2	1	0	0	.25	6	0
165	Belgrano	Virrey Loreto	a1600	0	2	0	0	0	0	6	0
179	Belgrano	Zabala	a1900	0	1	0	0	0	0	6	1
218	Belgrano	Federico Lacroze	a2000	0	3	0	0	0	0	6	0
450	Belgrano	Luis Maria Campos	a1200	0	3	0	0	0	0	6	0
451	Belgrano	Luis Maria Campos	a1300	0	3	0	0	1	0	6	0
452	Belgrano	Luis Maria Campos	a1400	0	3	0	0	1	0	6	0
453	Belgrano	Luis Maria Campos	a1500	0	3	0	0	1	0	6	0
459	Belgrano	Migueletes	a1300	0	5	0	0	0	0	6	0
216	Belgrano	Federico Lacroze	a1800	0	4	0	0	1	0	6	0
457	Belgrano	Sdo.de la Indepen	a1400	0	4	0	0	0	.25	6	0
458	Belgrano	Migueletes	a1200	0	5	0	0	0	0	6	0
462	Belgrano	Libertador	a5300	0	5	0	1	0	.25	6	0
455	Belgrano	Sdo.de la Indepen	a1200	0	4	0	0	0	0	6	0
164	Belgrano	Virrey Loreto	a1500	0	3	0	0	0	.25	6	0
204	Belgrano	Teodoro Garcia	a1700	0	4	0	0	0	0	6	0
461	Belgrano	Libertador	a5200	0	5	0	0	0	0	6	0
175	Belgrano	Zabala	a1500	0	4	0	0	0	.25	6	0
205	Belgrano	Teodoro Garcia	a1800	0	3	0	0	0	0	6	0
176	Belgrano	Zabala	a1600	0	3	0	0	0	.25	6	0
456	Belgrano	Sdo.de la Indepen	a1300	0	4	0	0	0	.25	6	0
460	Belgrano	Libertador	a5100	0	6	0	0	0	0	6	0
215	Belgrano	Federico Lacroze	a1700	0	5	0	0	0	0	6	0
214	Belgrano	Federico Lacroze	a1600	0	6	0	0	0	0	6	0
686	V. Crespo	Vera	a1000	0	3	0	0	0	.5	6	0
496	V. Crespo	Gurruchaga	a500	0	2	0	0	0	0	6	0
465	V. Crespo	J. B. Justo	a2300	0	2	0	0	0	0	6	0
466	V. Crespo	J. B. Justo	a2400	0	3	0	0	0	.25	6	0
696	V. Crespo	Velasco	a900	0	2	0	0	0	0	6	0
695	V. Crespo	Velasco	a800	0	1	0	0	0	0	6	1
685	V. Crespo	Vera	a900	0	3	0	0	0	.5	6	0
706	V. Crespo	Aguirre	a800	0	1	0	0	0	0	6	1
683	V. Crespo	Vera	a700	0	2	0	0	0	0	6	0
675	V. Crespo	Villaroel	a1000	0	4	0	0	0	.25	6	0
488	V. Crespo	Serrano	a500	0	2	0	0	0	0	6	0
707	V. Crespo	Aguirre	a900	0	1	0	0	0	0	6	1
697	V. Crespo	Velasco	a1000	0	2	0	0	0	0	6	0
481	V. Crespo	Thames	a600	0	2	0	0	0	.5	6	0
497	V. Crespo	Gurruchaga	a600	0	1	0	0	0	0	6	1
708	V. Crespo	Aguirre	a1000	1	0	0	0	0	0	6	0
489	V. Crespo	Serrano	a600	0	2	0	0	0	0	6	0
480	V. Crespo	Thames	a500	0	3	0	0	0	.5	6	0
705	V. Crespo	Aguirre	a700	1	0	0	0	0	0	6	0
467	V. Crespo	J. B. Justo	a2500	0	4	0	1	0	.25	6	0
464	V. Crespo	J. B. Justo	a2200	0	1	0	0	0	0	6	1
694	V. Crespo	Velasco	a700	0	1	0	0	0	0	6	1
482	V. Crespo	Thames	a700	0	1	0	0	0	0	6	1
498	V. Crespo	Gurruchaga	a700	1	0	0	0	0	0	6	0
684	V. Crespo	Vera	a800	0	2	0	0	0	0	6	0
490	V. Crespo	Serrano	a700	0	2	0	0	0	0	6	0
503	V. Crespo	Acevedo	a400	0	2	0	0	0	0	6	0
504	V. Crespo	Acevedo	a500	0	2	0	0	0	0	6	0
505	V. Crespo	Acevedo	a600	0	1	0	0	0	0	6	1
693	V. Crespo	Velasco	a600	0	2	0	1	0	0	6	0
704	V. Crespo	Aguirre	a600	0	1	0	0	0	0	6	1
691	V. Crespo	Velasco	a400	0	4	0	0	0	0	6	0
517	V. Crespo	R. S. Ortiz	a400	0	4	0	0	0	0	6	0
510	V. Crespo	Malabia	a400	0	2	0	0	0	0	6	0
682	V. Crespo	Vera	a600	0	3	0	0	0	0	6	0
516	V. Crespo	R. S. Ortiz	a300	0	3	0	0	0	1	6	0
518	V. Crespo	R. S. Ortiz	a500	0	3	0	0	0	0	6	0
703	V. Crespo	Aguirre	a500	0	2	0	0	0	0	6	0
681	V. Crespo	Vera	a500	0	3	0	0	0	0	6	0
692	V. Crespo	Velasco	a500	0	3	0	0	0	0	6	0
680	V. Crespo	Vera	a400	0	4	0	0	0	0	6	0
702	V. Crespo	Aguirre	a400	0	3	0	0	0	0	6	0
511	V. Crespo	Malabia	a500	0	3	0	0	0	0	6	0
512	V. Crespo	Malabia	a600	0	2	0	0	0	0	6	0
6	Belgrano	Congreso	a2500	0	1	0	0	0	0	6	1
9	Belgrano	Congreso	a2800	0	1	0	0	0	0	6	1
7	Belgrano	Congreso	a2600	0	1	0	0	0	0	6	1
260	Belgrano	Vidal	a2800	0	1	0	0	0	1	6	1
245	Belgrano	Cramer	a2800	0	2	0	0	0	0	6	0
305	Belgrano	Amenabar	a2800	0	1	0	0	0	0	6	1
327	Belgrano	Ciudad de la Paz	a2800	0	2	0	0	0	.25	6	0
5	Belgrano	Congreso	a2400	0	2	0	0	0	0	6	0
283	Belgrano	Moldes	a2800	0	2	0	0	0	0	6	0
8	Belgrano	Congreso	a2700	0	1	0	0	0	0	6	1
350	Belgrano	Cabildo	a2800	0	3	0	0	1	0	6	0
17	Belgrano	Manuel Ugarte	a2600	0	2	0	0	0	0	6	0
18	Belgrano	Manuel Ugarte	a2700	0	2	0	0	0	0	6	0
16	Belgrano	Manuel Ugarte	a2500	0	2	0	0	0	.25	6	0
15	Belgrano	Manuel Ugarte	a2400	0	3	0	0	0	.25	6	0
19	Belgrano	Manuel Ugarte	a2800	0	2	0	0	0	0	6	0
56	Belgrano	Olazabal	a1800	0	3	0	0	0	0	6	0
436	Belgrano	11 de Septiembre	a2200	0	4	0	0	0	1	6	0
437	Belgrano	Tunez	a2300	0	4	0	0	0	0	6	0
435	Belgrano	11 de Septiembre	a2100	0	5	1	0	0	0	6	0
68	Belgrano	Mendoza	a1800	0	4	0	0	0	0	6	0
67	Belgrano	Mendoza	a1700	0	5	0	0	0	0	6	0
45	Belgrano	Blanco Encalada	a1800	0	3	0	0	0	0	6	0
79	Belgrano	Juramento	a1700	0	6	0	0	0	0	6	0
80	Belgrano	Juramento	a1800	0	5	0	0	0	0	6	0
57	Belgrano	Olazabal	a1900	0	2	0	0	0	0	6	0
360	Belgrano	Vuelta de Obligad	a2600	0	3	0	0	0	0	6	0
404	Belgrano	O´Higgins	a2300	0	2	0	0	0	0	6	0
376	Belgrano	Cuba	a2700	0	5	0	0	0	1	6	0
47	Belgrano	Blanco Encalada	a2000	0	1	0	0	0	0	6	1
13	Belgrano	Manuel Ugarte	a2200	0	4	0	0	0	0	6	0
407	Belgrano	O´Higgins	a2600	0	4	0	0	0	0	6	0
49	Belgrano	Blanco Encalada	a2200	0	2	0	0	0	.25	6	0
10	Belgrano	Manuel Ugarte	a1900	0	5	0	0	0	0	6	0
38	Belgrano	Monroe	a2200	0	3	0	0	0	0	6	0
37	Belgrano	Monroe	a2100	0	2	0	0	0	0	6	0
36	Belgrano	Monroe	a2000	0	2	0	0	0	0	6	0
60	Belgrano	Olazabal	a2200	0	2	0	0	0	0	6	0
29	Belgrano	F.D.Roosevelt	a2300	0	2	0	0	0	.5	6	0
371	Belgrano	Cuba	a2200	0	2	0	0	0	0	6	0
28	Belgrano	F.D.Roosevelt	a2200	0	3	0	0	0	1	6	0
375	Belgrano	Cuba	a2600	0	4	0	0	0	1	6	0
389	Belgrano	Arcos	a2400	0	1	0	0	0	0	6	1
387	Belgrano	Arcos	a2200	0	1	0	0	0	0	6	1
358	Belgrano	Vuelta de Obligad	a2400	0	3	0	0	0	.25	6	0
373	Belgrano	Cuba	a2400	0	2	0	0	0	0	6	0
35	Belgrano	Monroe	a1900	0	3	0	0	0	0	6	0
3	Belgrano	Congreso	a2200	0	4	0	0	0	1	6	0
388	Belgrano	Arcos	a2300	1	0	0	0	0	0	6	0
372	Belgrano	Cuba	a2300	0	2	0	0	0	0	6	0
406	Belgrano	O´Higgins	a2500	0	3	0	0	0	0	6	0
48	Belgrano	Blanco Encalada	a2100	0	1	0	0	0	0	6	1
26	Belgrano	F.D.Roosevelt	a2000	0	3	0	0	0	.25	6	0
1	Belgrano	Congreso	a2000	0	5	0	0	0	0	6	0
403	Belgrano	O´Higgins	a2200	0	2	0	0	0	0	6	0
50	Belgrano	Blanco Encalada	a2300	0	3	0	0	0	.25	6	0
357	Belgrano	Vuelta de Obligad	a2300	0	3	0	0	0	.25	6	0
61	Belgrano	Olazabal	a2300	0	3	0	0	0	0	6	0
25	Belgrano	F.D.Roosevelt	a1900	0	4	0	0	0	0	6	0
2	Belgrano	Congreso	a2100	0	5	0	0	0	0	6	0
391	Belgrano	Arcos	a2600	0	3	0	0	0	.5	6	0
405	Belgrano	O´Higgins	a2400	0	2	0	0	0	0	6	0
11	Belgrano	Manuel Ugarte	a2000	0	4	0	0	0	.25	6	0
39	Belgrano	Monroe	a2300	0	2	0	0	0	0	6	0
361	Belgrano	Vuelta de Obligad	a2700	0	4	0	0	0	0	6	0
356	Belgrano	Vuelta de Obligad	a2200	0	3	1	0	0	0	6	0
392	Belgrano	Arcos	a2700	0	4	0	0	0	.25	6	0
59	Belgrano	Olazabal	a2100	0	1	0	0	0	0	6	1
46	Belgrano	Blanco Encalada	a1900	0	2	0	0	0	0	6	0
58	Belgrano	Olazabal	a2000	0	1	1	0	0	0	6	1
374	Belgrano	Cuba	a2500	0	3	0	0	0	0	6	0
359	Belgrano	Vuelta de Obligad	a2500	0	3	0	0	0	0	6	0
12	Belgrano	Manuel Ugarte	a2100	0	4	0	0	0	.25	6	0
14	Belgrano	Manuel Ugarte	a2300	0	3	0	0	0	0	6	0
408	Belgrano	O´Higgins	a2700	0	5	0	0	0	0	6	0
27	Belgrano	F.D.Roosevelt	a2100	0	3	0	0	0	1.25	6	0
4	Belgrano	Congreso	a2300	0	3	0	0	0	0	6	0
390	Belgrano	Arcos	a2500	0	2	0	0	0	.25	6	0
421	Belgrano	3 de Febrero	a2300	0	3	0	0	0	0	6	0
423	Belgrano	3 de Febrero	a2500	0	4	0	0	0	0	6	0
422	Belgrano	3 de Febrero	a2400	0	3	0	0	0	0	6	0
70	Belgrano	Mendoza	a2000	0	2	0	0	0	0	6	0
73	Belgrano	Mendoza	a2300	0	4	0	0	0	0	6	0
72	Belgrano	Mendoza	a2200	0	3	1	0	0	0	6	0
71	Belgrano	Mendoza	a2100	0	2	0	0	0	0	6	0
69	Belgrano	Mendoza	a1900	0	3	0	0	0	0	6	0
323	Belgrano	Ciudad de la Paz	a2400	0	1	0	0	0	.5	6	1
21	Belgrano	Dr. P.I.Rivera	a2500	0	2	0	0	0	.5	6	0
326	Belgrano	Ciudad de la Paz	a2700	0	2	0	0	0	.75	6	0
31	Belgrano	F.D.Roosevelt	a2500	0	1	0	0	0	0	6	1
281	Belgrano	Moldes	a2600	0	2	0	0	0	.25	6	0
32	Belgrano	F.D.Roosevelt	a2600	0	2	0	0	0	.25	6	0
241	Belgrano	Cramer	a2400	0	3	0	0	0	0	6	0
23	Belgrano	Dr. P.I.Rivera	a2700	0	3	0	0	0	0	6	0
24	Belgrano	Dr. P.I.Rivera	a2800	0	3	0	0	0	0	6	0
325	Belgrano	Ciudad de la Paz	a2600	0	1	0	0	0	.5	6	1
324	Belgrano	Ciudad de la Paz	a2500	1	0	0	0	0	.5	6	0
282	Belgrano	Moldes	a2700	0	3	0	0	0	0	6	0
280	Belgrano	Moldes	a2500	0	1	0	0	0	.5	6	1
44	Belgrano	Monroe	a2800	0	2	0	0	0	.25	6	0
40	Belgrano	Monroe	a2400	0	1	0	0	0	.5	6	1
243	Belgrano	Cramer	a2600	0	4	0	0	0	0	6	0
33	Belgrano	F.D.Roosevelt	a2700	0	2	0	0	0	.25	6	0
30	Belgrano	F.D.Roosevelt	a2400	0	1	0	0	0	.5	6	1
301	Belgrano	Amenabar	a2400	0	2	0	0	0	.25	6	0
257	Belgrano	Vidal	a2500	0	2	0	0	0	.25	6	0
256	Belgrano	Vidal	a2400	0	2	0	0	0	.5	6	0
279	Belgrano	Moldes	a2400	1	0	0	0	0	.25	6	0
34	Belgrano	F.D.Roosevelt	a2800	0	3	0	0	0	0	6	0
43	Belgrano	Monroe	a2700	0	1	0	0	0	.5	6	1
304	Belgrano	Amenabar	a2700	0	2	0	0	0	0	6	0
22	Belgrano	Dr. P.I.Rivera	a2600	0	3	0	0	0	0	6	0
20	Belgrano	Dr. P.I.Rivera	a2400	0	2	0	0	0	.5	6	0
303	Belgrano	Amenabar	a2600	0	3	0	0	0	0	6	0
242	Belgrano	Cramer	a2500	0	3	0	0	0	0	6	0
259	Belgrano	Vidal	a2700	0	2	0	0	0	0	6	0
258	Belgrano	Vidal	a2600	0	3	0	0	0	0	6	0
244	Belgrano	Cramer	a2700	0	3	0	0	0	0	6	0
302	Belgrano	Amenabar	a2500	0	2	0	0	0	0	6	0
41	Belgrano	Monroe	a2500	0	1	0	0	0	.5	6	1
42	Belgrano	Monroe	a2600	0	1	0	0	0	.25	6	1
346	Belgrano	Cabildo	a2400	0	2	0	0	1	0	6	0
